RecordID,lpep_pickup_date,lpep_dropoff_date
29676,2023-02-14,2023-02-14
8586,2023-02-04,2023-02-04
6295,2023-02-03,2023-02-03
1019,2023-02-01,2023-02-01
52670,2023-02-25,2023-02-25
34399,2023-02-16,2023-02-16
56278,2023-02-27,2023-02-27
45927,2023-02-22,2023-02-22
25313,2023-02-12,2023-02-12
42898,2023-02-20,2023-02-20
31457,2023-02-15,2023-02-15
15561,2023-02-08,2023-02-08
25775,2023-02-12,2023-02-12
41751,2023-02-20,2023-02-20
47239,2023-02-22,2023-02-22
6332,2023-02-03,2023-02-03
27646,2023-02-13,2023-02-13
3754,2023-02-02,2023-02-02
44257,2023-02-21,2023-02-21
55110,2023-02-26,2023-02-26
19420,2023-02-09,2023-02-09
39372,2023-02-18,2023-02-18
11168,2023-02-06,2023-02-06
19750,2023-02-09,2023-02-09
18255,2023-02-09,2023-02-09
63518,2023-02-21,2023-02-21
8154,2023-02-04,2023-02-04
36562,2023-02-17,2023-02-17
43829,2023-02-21,2023-02-21
44418,2023-02-21,2023-02-21
22110,2023-02-10,2023-02-10
8,2023-02-01,2023-02-01
9466,2023-02-05,2023-02-05
64440,2023-02-26,2023-02-26
6105,2023-02-03,2023-02-03
22236,2023-02-11,2023-02-11
49354,2023-02-23,2023-02-23
60566,2023-02-03,2023-02-03
29644,2023-02-14,2023-02-14
55501,2023-02-26,2023-02-26
13002,2023-02-07,2023-02-07
15909,2023-02-08,2023-02-08
24542,2023-02-12,2023-02-12
57771,2023-02-27,2023-02-27
43873,2023-02-21,2023-02-21
37453,2023-02-17,2023-02-17
30226,2023-02-14,2023-02-14
17139,2023-02-08,2023-02-08
35773,2023-02-17,2023-02-17
11220,2023-02-06,2023-02-06
29473,2023-02-14,2023-02-14
26235,2023-02-13,2023-02-13
973,2023-02-01,2023-02-01
6766,2023-02-03,2023-02-03
310,2023-02-01,2023-02-01
7021,2023-02-03,2023-02-03
21602,2023-02-10,2023-02-10
47495,2023-02-23,2023-02-23
13613,2023-02-07,2023-02-07
20478,2023-02-10,2023-02-10
35702,2023-02-17,2023-02-17
7539,2023-02-04,2023-02-04
32834,2023-02-16,2023-02-16
60773,2023-02-04,2023-02-04
19741,2023-02-09,2023-02-09
58249,2023-02-28,2023-02-28
6063,2023-02-03,2023-02-03
6708,2023-02-03,2023-02-03
35701,2023-02-17,2023-02-17
40403,2023-02-19,2023-02-19
18919,2023-02-09,2023-02-09
48528,2023-02-23,2023-02-23
3992,2023-02-02,2023-02-02
16111,2023-02-08,2023-02-08
54831,2023-02-26,2023-02-26
7291,2023-02-03,2023-02-04
44827,2023-02-21,2023-02-21
10783,2023-02-06,2023-02-06
63905,2023-02-23,2023-02-23
10851,2023-02-06,2023-02-06
10860,2023-02-06,2023-02-06
30490,2023-02-15,2023-02-15
16897,2023-02-08,2023-02-08
59259,2023-02-28,2023-02-28
54360,2023-02-26,2023-02-26
45500,2023-02-22,2023-02-22
61175,2023-02-07,2023-02-07
28826,2023-02-14,2023-02-14
46178,2023-02-22,2023-02-22
54509,2023-02-26,2023-02-26
37417,2023-02-17,2023-02-17
64559,2023-02-27,2023-02-27
36747,2023-02-17,2023-02-17
24806,2023-02-12,2023-02-12
1070,2023-02-01,2023-02-01
61327,2023-02-08,2023-02-08
6582,2023-02-03,2023-02-03
20303,2023-02-10,2023-02-10
5430,2023-02-03,2023-02-03
41309,2023-02-20,2023-02-20
50366,2023-02-24,2023-02-24
63557,2023-02-21,2023-02-21
63118,2023-02-18,2023-02-18
64331,2023-02-25,2023-02-25
47401,2023-02-23,2023-02-23
25155,2023-02-12,2023-02-12
15042,2023-02-08,2023-02-08
30350,2023-02-15,2023-02-15
42279,2023-02-20,2023-02-20
64439,2023-02-26,2023-02-26
33074,2023-02-16,2023-02-16
36683,2023-02-17,2023-02-17
54849,2023-02-26,2023-02-26
24118,2023-02-11,2023-02-11
12227,2023-02-06,2023-02-06
27883,2023-02-13,2023-02-13
41929,2023-02-20,2023-02-20
52837,2023-02-25,2023-02-25
548,2023-02-01,2023-02-01
38601,2023-02-18,2023-02-18
27585,2023-02-13,2023-02-13
39483,2023-02-18,2023-02-18
15316,2023-02-08,2023-02-08
18565,2023-02-09,2023-02-09
22728,2023-02-11,2023-02-11
33627,2023-02-16,2023-02-16
20567,2023-02-10,2023-02-10
30992,2023-02-15,2023-02-15
41214,2023-02-19,2023-02-19
55897,2023-02-27,2023-02-27
50026,2023-02-24,2023-02-24
48332,2023-02-23,2023-02-23
30641,2023-02-15,2023-02-15
57710,2023-02-27,2023-02-27
48795,2023-02-23,2023-02-23
47043,2023-02-22,2023-02-22
59228,2023-02-28,2023-02-28
16598,2023-02-08,2023-02-08
62880,2023-02-17,2023-02-17
17879,2023-02-09,2023-02-09
50816,2023-02-24,2023-02-24
10735,2023-02-06,2023-02-06
12222,2023-02-06,2023-02-06
57608,2023-02-27,2023-02-27
14564,2023-02-07,2023-02-07
58987,2023-02-28,2023-02-28
30295,2023-02-15,2023-02-15
21205,2023-02-10,2023-02-10
42118,2023-02-20,2023-02-20
1521,2023-02-01,2023-02-01
24399,2023-02-12,2023-02-12
31081,2023-02-15,2023-02-15
40756,2023-02-19,2023-02-19
51667,2023-02-24,2023-02-24
46068,2023-02-22,2023-02-22
18764,2023-02-09,2023-02-09
44276,2023-02-21,2023-02-21
16200,2023-02-08,2023-02-08
1377,2023-02-01,2023-02-01
6679,2023-02-03,2023-02-03
30099,2023-02-14,2023-02-14
47789,2023-02-23,2023-02-23
59933,2023-02-28,2023-02-28
53644,2023-02-25,2023-02-25
59063,2023-02-28,2023-02-28
11941,2023-02-06,2023-02-06
12958,2023-02-07,2023-02-07
53502,2023-02-25,2023-02-25
25472,2023-02-12,2023-02-12
60499,2023-02-03,2023-02-03
39428,2023-02-18,2023-02-18
21742,2023-02-10,2023-02-10
36157,2023-02-17,2023-02-17
8709,2023-02-04,2023-02-04
2157,2023-02-01,2023-02-01
32213,2023-02-15,2023-02-15
27128,2023-02-13,2023-02-13
58462,2023-02-28,2023-02-28
30605,2023-02-15,2023-02-15
51908,2023-02-24,2023-02-24
57482,2023-02-27,2023-02-27
28892,2023-02-14,2023-02-14
24100,2023-02-11,2023-02-11
780,2023-02-01,2023-02-01
12936,2023-02-07,2023-02-07
37165,2023-02-17,2023-02-17
13371,2023-02-07,2023-02-07
4464,2023-02-02,2023-02-02
61965,2023-02-11,2023-02-11
8619,2023-02-04,2023-02-04
43233,2023-02-21,2023-02-21
5751,2023-02-03,2023-02-03
47126,2023-02-22,2023-02-22
63912,2023-02-23,2023-02-23
45448,2023-02-22,2023-02-22
44026,2023-02-21,2023-02-21
36303,2023-02-17,2023-02-17
26538,2023-02-13,2023-02-13
40202,2023-02-19,2023-02-19
18280,2023-02-09,2023-02-09
13622,2023-02-07,2023-02-07
5158,2023-02-03,2023-02-03
28054,2023-02-14,2023-02-14
1495,2023-02-01,2023-02-01
35687,2023-02-17,2023-02-17
31272,2023-02-15,2023-02-15
47018,2023-02-22,2023-02-22
48739,2023-02-23,2023-02-23
22461,2023-02-11,2023-02-11
48446,2023-02-23,2023-02-23
188,2023-02-01,2023-02-01
12955,2023-02-07,2023-02-07
40413,2023-02-19,2023-02-19
19343,2023-02-09,2023-02-09
54511,2023-02-26,2023-02-26
50105,2023-02-24,2023-02-24
56816,2023-02-27,2023-02-27
58167,2023-02-28,2023-02-28
50438,2023-02-24,2023-02-24
52554,2023-02-25,2023-02-25
27451,2023-02-13,2023-02-13
29417,2023-02-14,2023-02-14
46134,2023-02-22,2023-02-22
33674,2023-02-16,2023-02-16
45975,2023-02-22,2023-02-22
18582,2023-02-09,2023-02-09
4207,2023-02-02,2023-02-02
2548,2023-02-02,2023-02-02
5640,2023-02-03,2023-02-03
22684,2023-02-11,2023-02-11
61753,2023-02-10,2023-02-10
42162,2023-02-20,2023-02-20
27034,2023-02-13,2023-02-13
24967,2023-02-12,2023-02-12
51222,2023-02-24,2023-02-24
42270,2023-02-20,2023-02-20
45584,2023-02-22,2023-02-22
49906,2023-02-24,2023-02-24
63499,2023-02-21,2023-02-21
50553,2023-02-24,2023-02-24
15217,2023-02-08,2023-02-08
18558,2023-02-09,2023-02-09
31765,2023-02-15,2023-02-15
26249,2023-02-13,2023-02-13
36293,2023-02-17,2023-02-17
43,2023-02-01,2023-02-01
41150,2023-02-19,2023-02-19
28503,2023-02-14,2023-02-14
41629,2023-02-20,2023-02-20
18909,2023-02-09,2023-02-09
44128,2023-02-21,2023-02-21
31792,2023-02-15,2023-02-15
62128,2023-02-12,2023-02-12
26154,2023-02-13,2023-02-13
61064,2023-02-06,2023-02-06
54036,2023-02-25,2023-02-25
62315,2023-02-13,2023-02-13
25879,2023-02-12,2023-02-12
46802,2023-02-22,2023-02-22
58599,2023-02-28,2023-02-28
50284,2023-02-24,2023-02-24
54657,2023-02-26,2023-02-26
38416,2023-02-18,2023-02-18
47302,2023-02-22,2023-02-22
39365,2023-02-18,2023-02-18
19790,2023-02-09,2023-02-09
30781,2023-02-15,2023-02-15
35891,2023-02-17,2023-02-17
24226,2023-02-11,2023-02-11
19926,2023-02-10,2023-02-10
62337,2023-02-13,2023-02-13
53601,2023-02-25,2023-02-25
38391,2023-02-18,2023-02-18
42356,2023-02-20,2023-02-20
50620,2023-02-24,2023-02-24
11136,2023-02-06,2023-02-06
22718,2023-02-11,2023-02-11
2441,2023-02-02,2023-02-02
27817,2023-02-13,2023-02-13
28780,2023-02-14,2023-02-14
59683,2023-02-28,2023-02-28
20339,2023-02-10,2023-02-10
4313,2023-02-02,2023-02-02
44676,2023-02-21,2023-02-21
14860,2023-02-07,2023-02-07
21718,2023-02-10,2023-02-10
15141,2023-02-08,2023-02-08
24689,2023-02-12,2023-02-12
1575,2023-02-01,2023-02-01
40953,2023-02-19,2023-02-19
22207,2023-02-10,2023-02-10
10223,2023-02-05,2023-02-05
11996,2023-02-06,2023-02-06
53856,2023-02-25,2023-02-25
58386,2023-02-28,2023-02-28
32578,2023-02-15,2023-02-15
57491,2023-02-27,2023-02-27
4530,2023-02-02,2023-02-02
62080,2023-02-12,2023-02-12
6526,2023-02-03,2023-02-03
11611,2023-02-06,2023-02-06
39580,2023-02-18,2023-02-18
2096,2023-02-01,2023-02-01
14996,2023-02-08,2023-02-08
42531,2023-02-20,2023-02-20
11730,2023-02-06,2023-02-06
649,2023-02-01,2023-02-01
42873,2023-02-20,2023-02-20
34091,2023-02-16,2023-02-16
44503,2023-02-21,2023-02-21
28656,2023-02-14,2023-02-14
44248,2023-02-21,2023-02-21
61238,2023-02-07,2023-02-07
11764,2023-02-06,2023-02-06
18968,2023-02-09,2023-02-09
26008,2023-02-13,2023-02-13
28862,2023-02-14,2023-02-14
20415,2023-02-10,2023-02-10
63049,2023-02-17,2023-02-17
2481,2023-02-02,2023-02-02
10446,2023-02-05,2023-02-05
31380,2023-02-15,2023-02-15
10344,2023-02-05,2023-02-05
58702,2023-02-28,2023-02-28
58731,2023-02-28,2023-02-28
6986,2023-02-03,2023-02-03
43316,2023-02-21,2023-02-21
7649,2023-02-04,2023-02-04
31037,2023-02-15,2023-02-15
53396,2023-02-25,2023-02-25
48038,2023-02-23,2023-02-23
18535,2023-02-09,2023-02-09
48084,2023-02-23,2023-02-23
64677,2023-02-28,2023-02-28
20005,2023-02-10,2023-02-10
19779,2023-02-09,2023-02-09
25636,2023-02-12,2023-02-12
2117,2023-02-01,2023-02-01
38402,2023-02-18,2023-02-18
53728,2023-02-25,2023-02-25
17511,2023-02-09,2023-02-09
21746,2023-02-10,2023-02-10
49814,2023-02-24,2023-02-24
30232,2023-02-14,2023-02-14
4444,2023-02-02,2023-02-02
62638,2023-02-15,2023-02-15
50150,2023-02-24,2023-02-24
64442,2023-02-26,2023-02-26
46603,2023-02-22,2023-02-22
54326,2023-02-26,2023-02-26
19248,2023-02-09,2023-02-09
14401,2023-02-07,2023-02-07
29804,2023-02-14,2023-02-14
41523,2023-02-20,2023-02-20
20274,2023-02-10,2023-02-10
35926,2023-02-17,2023-02-17
13490,2023-02-07,2023-02-07
24747,2023-02-12,2023-02-12
57414,2023-02-27,2023-02-27
4459,2023-02-02,2023-02-02
27783,2023-02-13,2023-02-13
61837,2023-02-10,2023-02-10
2795,2023-02-02,2023-02-02
52066,2023-02-24,2023-02-24
5992,2023-02-03,2023-02-03
24172,2023-02-11,2023-02-11
463,2023-02-01,2023-02-01
19306,2023-02-09,2023-02-09
20239,2023-02-10,2023-02-10
3801,2023-02-02,2023-02-02
76,2023-02-01,2023-02-01
2168,2023-02-01,2023-02-01
40942,2023-02-19,2023-02-19
2824,2023-02-02,2023-02-02
10212,2023-02-05,2023-02-05
57341,2023-02-27,2023-02-27
38925,2023-02-18,2023-02-18
56877,2023-02-27,2023-02-27
11091,2023-02-06,2023-02-06
30784,2023-02-15,2023-02-15
42556,2023-02-20,2023-02-20
5324,2023-02-03,2023-02-03
62581,2023-02-15,2023-02-15
9126,2023-02-05,2023-02-05
63962,2023-02-23,2023-02-23
48662,2023-02-23,2023-02-23
36746,2023-02-17,2023-02-17
8844,2023-02-04,2023-02-04
63454,2023-02-20,2023-02-20
6660,2023-02-03,2023-02-03
5035,2023-02-03,2023-02-03
46464,2023-02-22,2023-02-22
4280,2023-02-02,2023-02-02
39814,2023-02-19,2023-02-19
62350,2023-02-14,2023-02-14
43321,2023-02-21,2023-02-21
7589,2023-02-04,2023-02-04
13223,2023-02-07,2023-02-07
53785,2023-02-25,2023-02-25
6560,2023-02-03,2023-02-03
31931,2023-02-15,2023-02-15
28366,2023-02-14,2023-02-14
5262,2023-02-03,2023-02-03
7545,2023-02-04,2023-02-04
31036,2023-02-15,2023-02-15
47030,2023-02-22,2023-02-22
56334,2023-02-27,2023-02-27
60801,2023-02-04,2023-02-04
32860,2023-02-16,2023-02-16
47653,2023-02-23,2023-02-23
58195,2023-02-28,2023-02-28
11013,2023-02-06,2023-02-06
35380,2023-02-17,2023-02-17
6676,2023-02-03,2023-02-03
9056,2023-02-05,2023-02-05
56035,2023-02-27,2023-02-27
24412,2023-02-12,2023-02-12
47832,2023-02-23,2023-02-23
55683,2023-02-26,2023-02-26
27664,2023-02-13,2023-02-13
33518,2023-02-16,2023-02-16
8519,2023-02-04,2023-02-04
5291,2023-02-03,2023-02-03
41060,2023-02-19,2023-02-19
33196,2023-02-16,2023-02-16
2299,2023-02-01,2023-02-01
47868,2023-02-23,2023-02-23
60714,2023-02-04,2023-02-04
36244,2023-02-17,2023-02-17
16260,2023-02-08,2023-02-08
6177,2023-02-03,2023-02-03
47787,2023-02-23,2023-02-23
51851,2023-02-24,2023-02-24
24781,2023-02-12,2023-02-12
58744,2023-02-28,2023-02-28
24363,2023-02-12,2023-02-12
34644,2023-02-16,2023-02-16
21243,2023-02-10,2023-02-10
36811,2023-02-17,2023-02-17
45793,2023-02-22,2023-02-22
37477,2023-02-17,2023-02-17
35822,2023-02-17,2023-02-17
25715,2023-02-12,2023-02-12
20100,2023-02-10,2023-02-10
15871,2023-02-08,2023-02-08
37092,2023-02-17,2023-02-17
45446,2023-02-22,2023-02-22
5999,2023-02-03,2023-02-03
9993,2023-02-05,2023-02-05
39646,2023-02-19,2023-02-19
26548,2023-02-13,2023-02-13
55693,2023-02-26,2023-02-26
50947,2023-02-24,2023-02-24
23878,2023-02-11,2023-02-11
48181,2023-02-23,2023-02-23
18587,2023-02-09,2023-02-09
23127,2023-02-11,2023-02-11
33122,2023-02-16,2023-02-16
24487,2023-02-12,2023-02-12
1373,2023-02-01,2023-02-01
522,2023-02-01,2023-02-01
81,2023-02-01,2023-02-01
9379,2023-02-05,2023-02-05
16895,2023-02-08,2023-02-08
48534,2023-02-23,2023-02-23
44662,2023-02-21,2023-02-21
45402,2023-02-22,2023-02-22
13729,2023-02-07,2023-02-07
42761,2023-02-20,2023-02-20
59193,2023-02-28,2023-02-28
8968,2023-02-05,2023-02-05
12203,2023-02-06,2023-02-06
7591,2023-02-04,2023-02-04
54292,2023-02-26,2023-02-26
32083,2023-02-15,2023-02-15
48146,2023-02-23,2023-02-23
31713,2023-02-15,2023-02-15
43689,2023-02-21,2023-02-21
8244,2023-02-04,2023-02-04
18056,2023-02-09,2023-02-09
17088,2023-02-08,2023-02-08
53565,2023-02-25,2023-02-25
9099,2023-02-05,2023-02-05
57161,2023-02-27,2023-02-27
2675,2023-02-02,2023-02-02
60970,2023-02-05,2023-02-05
43026,2023-02-21,2023-02-21
23022,2023-02-11,2023-02-11
53295,2023-02-25,2023-02-25
48955,2023-02-23,2023-02-23
21201,2023-02-10,2023-02-10
13114,2023-02-07,2023-02-07
41470,2023-02-20,2023-02-20
6230,2023-02-03,2023-02-03
32877,2023-02-16,2023-02-16
51985,2023-02-24,2023-02-24
32439,2023-02-15,2023-02-15
9477,2023-02-05,2023-02-05
41437,2023-02-20,2023-02-20
16470,2023-02-08,2023-02-08
21030,2023-02-10,2023-02-10
12420,2023-02-06,2023-02-06
41601,2023-02-20,2023-02-20
7585,2023-02-04,2023-02-04
40473,2023-02-19,2023-02-19
62646,2023-02-15,2023-02-15
45245,2023-02-22,2023-02-22
15922,2023-02-08,2023-02-08
60338,2023-02-02,2023-02-02
52379,2023-02-25,2023-02-25
60815,2023-02-04,2023-02-04
60590,2023-02-03,2023-02-03
6759,2023-02-03,2023-02-03
18011,2023-02-09,2023-02-09
50770,2023-02-24,2023-02-24
25418,2023-02-12,2023-02-12
36524,2023-02-17,2023-02-17
23390,2023-02-11,2023-02-11
59562,2023-02-28,2023-02-28
41797,2023-02-20,2023-02-20
21758,2023-02-10,2023-02-10
15176,2023-02-08,2023-02-08
25826,2023-02-12,2023-02-12
2211,2023-02-01,2023-02-01
49624,2023-02-23,2023-02-23
27599,2023-02-13,2023-02-13
35198,2023-02-17,2023-02-17
17705,2023-02-09,2023-02-09
51011,2023-02-24,2023-02-24
52412,2023-02-25,2023-02-25
10436,2023-02-05,2023-02-05
17166,2023-02-08,2023-02-08
3058,2023-02-02,2023-02-02
48792,2023-02-23,2023-02-23
17543,2023-02-09,2023-02-09
47361,2023-02-23,2023-02-23
5214,2023-02-03,2023-02-03
21949,2023-02-10,2023-02-10
42503,2023-02-20,2023-02-20
27296,2023-02-13,2023-02-13
510,2023-02-01,2023-02-01
50695,2023-02-24,2023-02-24
44454,2023-02-21,2023-02-21
17476,2023-02-09,2023-02-09
14858,2023-02-07,2023-02-07
42968,2023-02-21,2023-02-21
53675,2023-02-25,2023-02-25
59902,2023-02-28,2023-02-28
51055,2023-02-24,2023-02-24
46442,2023-02-22,2023-02-22
11745,2023-02-06,2023-02-06
16606,2023-02-08,2023-02-08
24202,2023-02-11,2023-02-11
53910,2023-02-25,2023-02-25
34326,2023-02-16,2023-02-16
41545,2023-02-20,2023-02-20
7432,2023-02-04,2023-02-04
11203,2023-02-06,2023-02-06
32599,2023-02-15,2023-02-15
13057,2023-02-07,2023-02-07
57124,2023-02-27,2023-02-27
37153,2023-02-17,2023-02-17
39990,2023-02-19,2023-02-19
38882,2023-02-18,2023-02-18
4846,2023-02-03,2023-02-03
26739,2023-02-13,2023-02-13
18688,2023-02-09,2023-02-09
53314,2023-02-25,2023-02-25
45467,2023-02-22,2023-02-22
44458,2023-02-21,2023-02-21
2793,2023-02-02,2023-02-02
16911,2023-02-08,2023-02-08
340,2023-02-01,2023-02-01
1968,2023-02-01,2023-02-01
52352,2023-02-25,2023-02-25
39766,2023-02-19,2023-02-19
10399,2023-02-05,2023-02-05
21587,2023-02-10,2023-02-10
59910,2023-02-28,2023-02-28
58316,2023-02-28,2023-02-28
26511,2023-02-13,2023-02-13
15348,2023-02-08,2023-02-08
38210,2023-02-18,2023-02-18
35955,2023-02-17,2023-02-17
53637,2023-02-25,2023-02-25
12971,2023-02-07,2023-02-07
2069,2023-02-01,2023-02-01
42135,2023-02-20,2023-02-20
35592,2023-02-17,2023-02-17
59828,2023-02-28,2023-02-28
56208,2023-02-27,2023-02-27
58383,2023-02-28,2023-02-28
12417,2023-02-06,2023-02-06
29745,2023-02-14,2023-02-14
57392,2023-02-27,2023-02-27
35831,2023-02-17,2023-02-17
43137,2023-02-21,2023-02-21
29467,2023-02-14,2023-02-14
38872,2023-02-18,2023-02-18
40571,2023-02-19,2023-02-19
21938,2023-02-10,2023-02-10
53868,2023-02-25,2023-02-25
22717,2023-02-11,2023-02-11
23934,2023-02-11,2023-02-11
7669,2023-02-04,2023-02-04
59625,2023-02-28,2023-02-28
51903,2023-02-24,2023-02-24
1094,2023-02-01,2023-02-01
27445,2023-02-13,2023-02-13
23834,2023-02-11,2023-02-11
12192,2023-02-06,2023-02-06
31450,2023-02-15,2023-02-15
56979,2023-02-27,2023-02-27
59051,2023-02-28,2023-02-28
14945,2023-02-07,2023-02-07
47340,2023-02-22,2023-02-22
44611,2023-02-21,2023-02-21
48090,2023-02-23,2023-02-23
56500,2023-02-27,2023-02-27
41723,2023-02-20,2023-02-20
52784,2023-02-25,2023-02-25
59031,2023-02-28,2023-02-28
49033,2023-02-23,2023-02-23
47508,2023-02-23,2023-02-23
58251,2023-02-28,2023-02-28
41384,2023-02-20,2023-02-20
59111,2023-02-28,2023-02-28
25233,2023-02-12,2023-02-12
50082,2023-02-24,2023-02-24
39313,2023-02-18,2023-02-18
969,2023-02-01,2023-02-01
43706,2023-02-21,2023-02-21
56925,2023-02-27,2023-02-27
12333,2023-02-06,2023-02-06
40281,2023-02-19,2023-02-19
49045,2023-02-23,2023-02-23
32396,2023-02-15,2023-02-15
27091,2023-02-13,2023-02-13
49649,2023-02-23,2023-02-23
25710,2023-02-12,2023-02-12
10600,2023-02-06,2023-02-06
10082,2023-02-05,2023-02-05
44481,2023-02-21,2023-02-21
28106,2023-02-14,2023-02-14
24987,2023-02-12,2023-02-12
29146,2023-02-14,2023-02-14
54217,2023-02-26,2023-02-26
48283,2023-02-23,2023-02-23
47231,2023-02-22,2023-02-22
59277,2023-02-28,2023-02-28
49080,2023-02-23,2023-02-23
14068,2023-02-07,2023-02-07
62722,2023-02-16,2023-02-16
4139,2023-02-02,2023-02-02
45944,2023-02-22,2023-02-22
10372,2023-02-05,2023-02-05
37259,2023-02-17,2023-02-17
145,2023-02-01,2023-02-01
19713,2023-02-09,2023-02-09
49077,2023-02-23,2023-02-23
12096,2023-02-06,2023-02-06
6471,2023-02-03,2023-02-03
10107,2023-02-05,2023-02-05
16403,2023-02-08,2023-02-08
11558,2023-02-06,2023-02-06
26078,2023-02-13,2023-02-13
16817,2023-02-08,2023-02-08
34184,2023-02-16,2023-02-16
59167,2023-02-28,2023-02-28
42262,2023-02-20,2023-02-20
27602,2023-02-13,2023-02-13
20999,2023-02-10,2023-02-10
35289,2023-02-17,2023-02-17
47729,2023-02-23,2023-02-23
27809,2023-02-13,2023-02-13
32144,2023-02-15,2023-02-15
30415,2023-02-15,2023-02-15
7862,2023-02-04,2023-02-04
16436,2023-02-08,2023-02-08
39665,2023-02-19,2023-02-19
20651,2023-02-10,2023-02-10
16843,2023-02-08,2023-02-08
16544,2023-02-08,2023-02-08
47296,2023-02-22,2023-02-22
18671,2023-02-09,2023-02-09
24603,2023-02-12,2023-02-12
39840,2023-02-19,2023-02-19
33675,2023-02-16,2023-02-16
1527,2023-02-01,2023-02-01
32764,2023-02-16,2023-02-16
42346,2023-02-20,2023-02-20
33668,2023-02-16,2023-02-16
32907,2023-02-16,2023-02-16
13303,2023-02-07,2023-02-07
27648,2023-02-13,2023-02-13
17842,2023-02-09,2023-02-09
47907,2023-02-23,2023-02-23
43000,2023-02-21,2023-02-21
49892,2023-02-24,2023-02-24
26651,2023-02-13,2023-02-13
47341,2023-02-22,2023-02-23
2375,2023-02-01,2023-02-01
1412,2023-02-01,2023-02-01
27164,2023-02-13,2023-02-13
36408,2023-02-17,2023-02-17
5612,2023-02-03,2023-02-03
52319,2023-02-25,2023-02-25
18235,2023-02-09,2023-02-09
46692,2023-02-22,2023-02-22
53177,2023-02-25,2023-02-25
1667,2023-02-01,2023-02-01
1921,2023-02-01,2023-02-01
32297,2023-02-15,2023-02-15
64659,2023-02-28,2023-02-28
53069,2023-02-25,2023-02-25
60293,2023-02-02,2023-02-02
34965,2023-02-16,2023-02-16
22916,2023-02-11,2023-02-11
35998,2023-02-17,2023-02-17
30916,2023-02-15,2023-02-15
34335,2023-02-16,2023-02-16
29157,2023-02-14,2023-02-14
36430,2023-02-17,2023-02-17
48764,2023-02-23,2023-02-23
48041,2023-02-23,2023-02-23
46101,2023-02-22,2023-02-22
58972,2023-02-28,2023-02-28
31123,2023-02-15,2023-02-15
37890,2023-02-18,2023-02-18
12125,2023-02-06,2023-02-06
52834,2023-02-25,2023-02-25
38478,2023-02-18,2023-02-18
49464,2023-02-23,2023-02-23
1637,2023-02-01,2023-02-01
39791,2023-02-19,2023-02-19
23314,2023-02-11,2023-02-11
13778,2023-02-07,2023-02-07
20176,2023-02-10,2023-02-10
28208,2023-02-14,2023-02-14
4370,2023-02-02,2023-02-02
14365,2023-02-07,2023-02-07
6382,2023-02-03,2023-02-03
10833,2023-02-06,2023-02-06
51663,2023-02-24,2023-02-24
39737,2023-02-19,2023-02-19
29698,2023-02-14,2023-02-14
59736,2023-02-28,2023-02-28
8435,2023-02-04,2023-02-04
59569,2023-02-28,2023-02-28
20686,2023-02-10,2023-02-10
55444,2023-02-26,2023-02-26
28850,2023-02-14,2023-02-14
56368,2023-02-27,2023-02-27
45535,2023-02-22,2023-02-22
10127,2023-02-05,2023-02-05
32030,2023-02-15,2023-02-15
51281,2023-02-24,2023-02-24
55398,2023-02-26,2023-02-26
62298,2023-02-13,2023-02-13
32194,2023-02-15,2023-02-15
22357,2023-02-11,2023-02-11
46494,2023-02-22,2023-02-22
34403,2023-02-16,2023-02-16
47407,2023-02-23,2023-02-23
52461,2023-02-25,2023-02-25
14684,2023-02-07,2023-02-07
50806,2023-02-24,2023-02-24
2943,2023-02-02,2023-02-02
23643,2023-02-11,2023-02-11
33468,2023-02-16,2023-02-16
17288,2023-02-08,2023-02-08
25810,2023-02-12,2023-02-12
53290,2023-02-25,2023-02-25
35068,2023-02-16,2023-02-16
42608,2023-02-20,2023-02-20
58704,2023-02-28,2023-02-28
39004,2023-02-18,2023-02-18
6304,2023-02-03,2023-02-03
20101,2023-02-10,2023-02-10
58603,2023-02-28,2023-02-28
8502,2023-02-04,2023-02-04
33024,2023-02-16,2023-02-16
9152,2023-02-05,2023-02-05
60798,2023-02-04,2023-02-04
64171,2023-02-25,2023-02-25
22279,2023-02-11,2023-02-11
12750,2023-02-07,2023-02-07
2901,2023-02-02,2023-02-02
1768,2023-02-01,2023-02-01
32088,2023-02-15,2023-02-15
30858,2023-02-15,2023-02-15
5110,2023-02-03,2023-02-03
61934,2023-02-11,2023-02-11
34310,2023-02-16,2023-02-16
3312,2023-02-02,2023-02-02
61037,2023-02-06,2023-02-06
41213,2023-02-19,2023-02-19
30569,2023-02-15,2023-02-15
36904,2023-02-17,2023-02-17
8872,2023-02-04,2023-02-04
36906,2023-02-17,2023-02-17
16927,2023-02-08,2023-02-08
5305,2023-02-03,2023-02-03
19822,2023-02-10,2023-02-10
23379,2023-02-11,2023-02-11
8557,2023-02-04,2023-02-04
57785,2023-02-27,2023-02-27
30665,2023-02-15,2023-02-15
24289,2023-02-12,2023-02-12
2802,2023-02-02,2023-02-02
21616,2023-02-10,2023-02-10
59811,2023-02-28,2023-02-28
57789,2023-02-27,2023-02-27
6598,2023-02-03,2023-02-03
40910,2023-02-19,2023-02-19
60150,2023-02-01,2023-02-01
62830,2023-02-16,2023-02-16
20082,2023-02-10,2023-02-10
43081,2023-02-21,2023-02-21
20207,2023-02-10,2023-02-10
38018,2023-02-18,2023-02-18
23939,2023-02-11,2023-02-11
